unique_id,state,plant_name,utility_name,utility_id,county_code,county_name,latitude,longitude,fuel_type,nameplate_capacity,generation_mwh,emissions_tons
11805,WY,Chokecherry and Sierra Madre Wind,Power Company of Wyoming LLC,58842,7,Carbon,41.683056,-107.2,WIND,3000,,
11858,WY,TB Flats,PacifiCorp,14354,7,Carbon,42.177245,-106.234141,WIND,503,,
11840,WY,Old Faithful,NorthWestern Energy,13902,39,Teton,44.4533,-110.8347,OIL,2,148,141
11830,WY,Lake (WY),NorthWestern Energy,13902,39,Teton,44.415,-110.5739,OIL,3,146,143
11790,WY,Barber Creek,Basin Electric Power Coop,1307,5,Campbell,43.7219,-105.7689,GAS,23,133,151
11789,WY,Arvada,Basin Electric Power Coop,1307,33,Sheridan,44.69,-106.1092,GAS,23,156,187
11825,WY,Hartzog,Basin Electric Power Coop,1307,5,Campbell,43.8294,-105.5322,GAS,23,231,207
11810,WY,Ekola Flats,PacifiCorp,14354,7,Carbon,41.932405,-106.35843,WIND,251,,
11846,WY,Roundhouse Wind Energy Project,"Roundhouse Renewable Energy, LLC",62913,21,Laramie,41.095126,-105.107423,WIND,226,,
11802,WY,Cedar Springs II,"Cedar Springs Transmission, LLC",63581,9,Converse,42.969007,-105.365616,WIND,200,,
11801,WY,Cedar Springs I,"Cedar Springs Wind, LLC",63580,9,Converse,43.019714,-105.472139,WIND,200,,
11859,WY,Top of the World Windpower Project,Duke Energy Top Of the World WindPower,56682,9,Converse,42.9258,-105.7872,WIND,200,548878,
11822,WY,Glenrock,PacifiCorp,14354,9,Converse,43.0181,-105.835278,WIND,166,382964,
11852,WY,Simplot Phosphates,Simplot Phosphates LLC,16968,37,Sweetwater,41.5417,-109.1328,OTHF,12,80704,1781
11848,WY,Seven Mile Hill,PacifiCorp,14354,7,Carbon,41.9203,-106.3758,WIND,146,385943,
11860,WY,TransAlta Wyoming Wind,NextEra Energy Operating Services LLC,58528,41,Uinta,41.2874,-110.5556,WIND,144,343458,
11803,WY,Cedar Springs III,"Cedar Springs Wind III, LLC",63582,9,Converse,43.076692,-105.584352,WIND,133,,
11827,WY,High Plains,PacifiCorp,14354,1,Albany,41.675052,-106.011124,WIND,122,235562,
11853,WY,Sinclair Oil Refinery,Sinclair Oil Corp,24205,7,Carbon,41.77952,-107.10972,OFSL,8,8753,2976
11811,WY,Elk Basin Gasoline Plant,Vanguard Natural Resources LLC,56079,29,Park,44.9806,-108.8428,OFSL,3,9186,2996
11845,WY,Rolling Hills,PacifiCorp,14354,9,Converse,43.0572,-105.8543,WIND,116,267528,
11809,WY,Dunlap,PacifiCorp,14354,7,Carbon,42.043611,-106.160278,WIND,111,384833,
11799,WY,Campbell Hill Windpower,Duke Energy DEGS Campbell Hill,56378,9,Converse,43.01455,-105.999,WIND,99,323963,
11856,WY,Sweetwater Solar,Sweetwater Solar LLC,61005,37,Sweetwater,41.629056,-109.683472,SOLAR,92,180138,
11796,WY,Boswell Wind IV,"Boswell Wind Project IV, LLC",61036,1,Albany,41.912,-105.752,WIND,80,,
11795,WY,Boswell Wind III,"Boswell Wind Project III, LLC",61035,1,Albany,41.923,-105.792,WIND,80,,
11794,WY,Boswell Wind II,"Boswell Wind Project II, LLC",61034,1,Albany,41.869,-105.832,WIND,80,,
11793,WY,Boswell Wind I,"Boswell Wind Project I, LLC",61033,1,Albany,41.919,-105.869,WIND,80,,
11834,WY,Mountain Wind Power II LLC,NRG Energy Gas & Wind Holdings Inc,59883,41,Uinta,41.263889,-110.544444,WIND,80,198886,
11843,WY,"Pioneer Wind Park, LLC","Sustainable Power Group, LLC",58661,9,Converse,42.728198,-105.866765,WIND,80,282137,
11839,WY,Neil Simpson II (CT2),"Black Hills Power, Inc. d/b/a",19545,5,Campbell,44.285,-105.3786,GAS,40,16426,10738
11791,WY,Beaver Creek Gas Plant,Devon Energy Production Co,5199,13,Fremont,42.8475,-108.3136,GAS,6,30435,10955
11817,WY,Fremont Canyon,U S Bureau of Reclamation,2518,25,Natrona,42.4766,-106.795901,HYDRO,67,201867,
11835,WY,Mountain Wind Power LLC,NRG Energy Gas & Wind Holdings Inc,59883,41,Uinta,41.288056,-110.480741,WIND,61,158608,
11792,WY,Big Sand Draw Plant,Devon Energy Production Co,5199,13,Fremont,42.7527,-108.1697,GAS,8,26685,16301
11806,WY,Corriedale Wind Energy,Black Hills Service Company LLC,56771,21,Laramie,41.1133,-104.984011,WIND,53,,
11847,WY,Seminoe,U S Bureau of Reclamation,2518,7,Carbon,42.156127,-106.908483,HYDRO,52,141205,
11844,WY,Rock River I LLC,Shell Wind Energy Inc.,17058,7,Carbon,41.7172,-106.1077,WIND,50,136244,
11851,WY,Silver Sage Windpower,Duke Energy DEGS Silver Sage Wndpwr LLC,56377,21,Laramie,41.12968,-105.024,WIND,42,119976,
11813,WY,Foote Creek I,PacifiCorp,14354,7,Carbon,41.6283,-106.2013,WIND,41,121307,
11788,WY,Alcova,U S Bureau of Reclamation,2518,25,Natrona,42.548412,-106.717536,HYDRO,41,92587,
11821,WY,Glendo,U S Bureau of Reclamation,2518,31,Platte,42.467254,-104.955526,HYDRO,38,84916,
11829,WY,Kortes,U S Bureau of Reclamation,2518,7,Carbon,42.174301,-106.880543,HYDRO,36,149404,
11832,WY,McFadden Ridge,PacifiCorp,14354,1,Albany,41.7244,-105.9906,WIND,35,75204,
11824,WY,Happy Jack Windpower Project,Duke Energy DEGS Happy Jack,56271,21,Laramie,41.139722,-104.997778,WIND,29,76793,
11819,WY,General Chemical,Tata Chemicals Partners,7067,37,Sweetwater,41.5933,-109.7542,COAL,30,218963,109737
11815,WY,Foote Creek III,Terra-Gen Operating Co-Wind,2770,1,Albany,41.666469,-106.183278,WIND,25,37209,
11804,WY,Cheyenne Prairie Generating Station,Black Hills Service Company LLC,56771,21,Laramie,41.123611,-104.72,GAS,220,313140,147014
11820,WY,Genesis Alkali,"Genesis Alkali, LLC",61167,37,Sweetwater,41.621667,-109.811944,COAL,41,286445,148477
11850,WY,Shute Creek Facility,Exxon Mobil Production Co,6529,23,Lincoln,41.8805,-110.0904,OFSL,144,676848,243121
11798,WY,Buffalo Bill,U S Bureau of Reclamation,2518,29,Park,44.508169,-109.170661,HYDRO,18,91285,
11800,WY,Casper Wind Farm,Chevron USA,56394,25,Natrona,42.884703,-106.221442,WIND,17,11095,
11816,WY,Foote Creek IV,Terra-Gen Operating Co-Wind,2770,7,Carbon,41.6744,-106.1805,WIND,17,51370,
11797,WY,Boysen,U S Bureau of Reclamation,2518,13,Fremont,43.417872,-108.177545,HYDRO,15,69702,
11862,WY,Wygen I,"Black Hills Power, Inc. d/b/a",19545,5,Campbell,44.2858,-105.3833,COAL,90,703377,893911
11864,WY,Wygen III,"Black Hills Power, Inc. d/b/a",19545,5,Campbell,44.2919,-105.3806,COAL,116,762334,917754
11863,WY,Wygen II,"Black Hills Power, Inc. d/b/a",19545,5,Campbell,44.2919,-105.3811,COAL,95,730720,935829
11838,WY,Neil Simpson II,"Black Hills Power, Inc. d/b/a",19545,5,Campbell,44.2856,-105.3833,COAL,130,714853,951754
11833,WY,Medicine Bow,SRIV Partnership LLC,62042,7,Carbon,41.835278,-106.242778,WIND,10,15534,
11812,WY,Fontenelle,U S Bureau of Reclamation,2518,23,Lincoln,42.027013,-110.063973,HYDRO,10,56862,
11865,WY,Wyodak,PacifiCorp,14354,5,Campbell,44.290128,-105.381482,COAL,402,1850871,2449066
11808,WY,Dry Fork Station,Basin Electric Power Coop,1307,5,Campbell,44.388889,-105.460833,COAL,484,2565548,2981890
11836,WY,Naughton,PacifiCorp,14354,23,Lincoln,41.7581,-110.5983,COAL,832,2840670,3388491
11823,WY,Guernsey,U S Bureau of Reclamation,2518,31,Platte,42.289868,-104.760634,HYDRO,6,20321,
11807,WY,Dave Johnston,PacifiCorp,14354,9,Converse,42.8378,-105.7769,COAL,922,4686379,5773964
11831,WY,Laramie River,Basin Electric Power Coop,1307,31,Platte,42.108889,-104.8825,COAL,1710,9032133,11638442
11828,WY,Jim Bridger,PacifiCorp,14354,37,Sweetwater,41.7378,-108.7875,COAL,2442,11254989,12656780
11826,WY,Heart Mountain,U S Bureau of Reclamation,2518,29,Park,44.513767,-109.129588,HYDRO,5,22202,
11854,WY,Spirit Mountain,U S Bureau of Reclamation,2518,29,Park,44.512699,-109.129878,HYDRO,5,17052,
11841,WY,Osage (WY),"Black Hills Power, Inc. d/b/a",19545,45,Weston,43.9703,-104.4106,COAL,35,,
11837,WY,Neil Simpson,"Black Hills Power, Inc. d/b/a",19545,5,Campbell,44.2872,-105.3878,COAL,22,,
11849,WY,Shoshone (WY),U S Bureau of Reclamation,2518,29,Park,44.502897,-109.181228,HYDRO,3,20025,
11818,WY,Garland Canal Power Plant,Shoshone Irrigation District,56880,29,Park,44.7264,-108.8644,HYDRO,3,7906,
11857,WY,Swift Creek,Lower Valley Energy Inc,11273,23,Lincoln,42.728439,-110.916592,HYDRO,3,7280,
11814,WY,Foote Creek II,Terra-Gen Operating Co-Wind,2770,1,Albany,41.657539,-106.189183,WIND,2,5326,
11842,WY,Pilot Butte,U S Bureau of Reclamation,2518,13,Fremont,43.219017,-108.787681,HYDRO,2,,
11855,WY,Strawberry Creek,Lower Valley Energy Inc,11273,23,Lincoln,42.905142,-110.893422,HYDRO,2,9813,
11861,WY,Western Sugar Coop - Torrington,Western Sugar Cooperative,57315,15,Goshen,42.0469,-104.1863,GAS,2,0,
11775,WV,NedPower Mount Storm,NedPower Mt Storm LLC,62810,23,Grant,39.2175,-79.2094,WIND,264,579690,
11763,WV,Laurel Mountain Hybrid,AES Wind Generation Inc,19740,1,Barbour,39.0072,-79.8866,WIND,114,227084,
11776,WV,New Creek Wind,"New Creek Wind, LLC",62967,23,Grant,39.200639,-79.140639,WIND,103,301531,
11759,WV,Hawks Nest Hydro,Hawks Nest Hydro LLC,55698,19,Fayette,38.1478,-81.1753,HYDRO,102,551650,
11742,WV,Beech Ridge Energy LLC,Invenergy Services LLC,49893,25,Greenbrier,38.0878,-80.4925,WIND,101,230745,
11755,WV,Gauley River Power Partners,Gauley River Power Partners LP,54686,67,Nicholas,38.21921,-80.89061,HYDRO,80,174844,
11774,WV,Mountaineer Wind Energy Center,GlidePath Power Operations LLC,61728,93,Tucker,39.1828,-79.5372,WIND,66,130642,
11744,WV,Beech Ridge II Wind Energy Center,Invenergy Services LLC,49893,25,Greenbrier,38.112222,-80.613055,WIND,56,,
11782,WV,Pinnacle Wind Force LLC,NRG Energy Gas & Wind Holdings Inc,59883,57,Mineral,39.445,-79.03,WIND,55,156670,
11785,WV,Willow Island Hydroelectric Plant,"American Mun Power-Ohio, Inc",40577,73,Pleasants,39.35776,-81.31795,HYDRO,44,243590,
11745,WV,Belleville Dam,"American Mun Power-Ohio, Inc",40577,107,Wood,39.1192,-81.7375,HYDRO,42,267356,
11777,WV,New Martinsville Hannibal Hydro,New Martinsville Hannibal Hydro,4434,103,Wetzel,39.6672,-80.8642,HYDRO,37,214236,
11787,WV,Winfield,Appalachian Power Co,733,79,Putnam,38.5274,-81.91392,HYDRO,25,84203,
11746,WV,Big Sandy Peaker Plant,"Middle River Power II, LLC",60432,99,Wayne,38.3441,-82.5938,GAS,353,245748,159246
11741,WV,Axiall Corporation Natrium Plant,Westlake Chemical Natrium Plant,60586,51,Marshall,39.7475,-80.8547,GAS,123,682910,223841
11747,WV,Ceredo Generating Station,Appalachian Power Co,733,99,Wayne,38.3681,-82.5339,GAS,519,363635,258038
11769,WV,Morgantown Energy Facility,Morgantown Energy Associates,12949,61,Monongalia,39.6397,-79.960556,COAL,69,344130,315860
11766,WV,Marmet,Appalachian Power Co,733,39,Kanawha,38.2526,-81.5695,HYDRO,14,64997,
11764,WV,London,Appalachian Power Co,733,39,Kanawha,38.1944,-81.3706,HYDRO,14,68079,
11783,WV,"Pleasants Energy, LLC",Pleasants Energy LLC,55749,73,Pleasants,39.3325,-81.3642,GAS,344,910204,565321
11757,WV,Grant Town Power Plant,American Bituminous Power LP,563,49,Marion,39.561831,-80.163138,COAL,96,598016,914839
11772,WV,Mount Storm Power Station,Virginia Electric & Power Co,19876,23,Grant,39.2008,-79.2636,COAL,1681,4533104,4908337
11765,WV,Longview Power,"Longview Power, LLC",55924,61,Monongalia,39.707893,-79.958974,COAL,808,5264653,4986321
11784,WV,Pleasants Power Station,Allegheny Energy Supply Co LLC,23279,73,Pleasants,39.366667,-81.294444,COAL,1368,4965173,5288184
11768,WV,Mitchell (WV),Kentucky Power Co,22053,51,Marshall,39.8297,-80.8153,COAL,1633,5040707,5565467
11754,WV,Fort Martin Power Station,Monongahela Power Co,12796,61,Monongalia,39.710833,-79.9275,COAL,1152,6701026,6733848
11756,WV,Glen Ferris Hydro,Hawks Nest Hydro LLC,55698,19,Fayette,38.1483,-81.2147,HYDRO,6,11449,
11773,WV,Mountaineer (1301),Appalachian Power Co,733,53,Mason,38.9794,-81.9344,COAL,1300,8255230,8447286
11760,WV,John E Amos,Appalachian Power Co,733,79,Putnam,38.4731,-81.8233,COAL,2933,9796207,10393186
11758,WV,Harrison Power Station,Monongahela Power Co,12796,33,Harrison,39.384167,-80.3325,COAL,2052,12894205,12924493
11780,WV,Opekiska L&D Hydroelectric Project,Rye Development,61906,61,Monongalia,39.564917,-80.051137,HYDRO,6,,
11781,WV,Philip Sporn,Appalachian Power Co,733,53,Mason,38.9669,-81.9231,COAL,1106,,
11750,WV,ESC Brooke County Power I,ESC Brooke County Power I,59964,9,Brooke,40.34045,-80.525963,GAS,842,,
11771,WV,Moundsville Power,"Moundsville Power, LLC",59487,51,Marshall,39.9039,-80.7966,GAS,713,,
11761,WV,Kammer,AEP Generation Resources Inc,58620,51,Marshall,39.8461,-80.8186,COAL,713,,
11751,WV,ESC Harrison County Power,ESC Harrison County Power,59966,33,Harrison,39.287039,-80.322869,GAS,579,,
11762,WV,Kanawha River,Appalachian Power Co,733,39,Kanawha,38.2056,-81.4211,COAL,439,,
11770,WV,Morgantown L&D Hydroelectric Project,Rye Development,61906,61,Monongalia,39.619589,-79.968111,HYDRO,5,,
11752,WV,FirstEnergy Albright,Monongahela Power Co,12796,77,Preston,39.488611,-79.636944,COAL,278,,
11786,WV,Willow Island Power Station,Monongahela Power Co,12796,73,Pleasants,39.367222,-81.3,COAL,213,,
11753,WV,FirstEnergy Rivesville,Monongahela Power Co,12796,49,Marion,39.531389,-80.113056,COAL,110,,
11779,WV,North Branch (WV),Virginia Electric & Power Co,19876,23,Grant,39.2633,-79.3308,COAL,80,,
11743,WV,Beech Ridge Energy Storage,Invenergy Services LLC,49893,25,Greenbrier,38.0878,-80.4925,OTHF,32,-1565,
11767,WV,Millville Hydro Station,"PE Hydro Generation, LLC",59927,37,Jefferson,39.273056,-77.784444,HYDRO,3,10349,
11748,WV,Dam No. 4 Hydro Station,"PE Hydro Generation, LLC",59927,37,Jefferson,39.493056,-77.826944,HYDRO,2,7538,
11778,WV,New River Clean Energy,Cox Enterprises,62998,81,Raleigh,37.81577,-81.16193,BIOMASS,3,,
11740,WV,AEP Milton NaS,Appalachian Power Co,733,11,Cabell,38.3622,-82.1256,OTHF,2,-117,
11749,WV,Dam No. 5 Hydro Station,"PE Hydro Generation, LLC",59927,3,Berkeley,39.605,-77.923055,HYDRO,1,7720,
11688,WI,Rothschild Biomass Cogeneration Facility,Wisconsin Electric Power Co,20847,73,Marathon,44.887778,-89.629722,BIOMASS,58,99233,0
11714,WI,UW Madison Charter Street Plant,State of Wisconsin,18028,25,Dane,43.07,-89.4006,GAS,33,0,0
11595,WI,Frederic Diesel,Northwestern Wisconsin Elec Co,13815,95,Polk,45.654835,-92.465063,OIL,14,-78,0
11642,WI,Metro Gas Recovery,WM Renewable Energy LLC,54842,79,Milwaukee,42.850556,-88.069722,BIOMASS,9,38140,0
11666,WI,Outagamie County Co-Generation Facility,Outagamie Clean Energy Project LLC,56817,87,Outagamie,44.2869,-88.3339,BIOMASS,9,43710,0
11684,WI,Ridgeview,WM Renewable Energy LLC,54842,71,Manitowoc,44.175007,-87.828519,BIOMASS,8,32030,0
11566,WI,Danbury Diesel,Northwestern Wisconsin Elec Co,13815,13,Burnett,46.002834,-92.371377,OIL,8,-315,0
11733,WI,Winnebago County Landfill Gas,Winnebago County,20854,139,Winnebago,44.083,-88.5411,BIOMASS,7,18725,0
11708,WI,Timberline Trail Gas Recovery,WM Renewable Energy LLC,54842,107,Rusk,45.4533,-91.3583,BIOMASS,6,19094,0
11607,WI,GreenWhey Energy Inc,Viresco Turtle Lake,63479,95,Polk,45.390278,-92.1625,BIOMASS,3,5232,0
11674,WI,Point Beach Nuclear Plant,NextEra Energy Point Beach LLC,55906,71,Manitowoc,44.2806,-87.5369,NUCLEAR,1311,10029974,196
11716,WI,Viola,Village of Viola - (WI),19867,103,Richland,43.507,-90.669,OIL,3,-2,0
11586,WI,"Fiber Recovery, Inc.","Fiber Recovery, Inc",61266,73,Marathon,44.8875,-89.3859,BIOMASS,2,1570,0
11583,WI,FCPC Renewable Generation,"FCPC Renewable Generation, LLC",59688,79,Milwaukee,43.030016,-87.940914,BIOMASS,2,6460,0
11554,WI,Clean Fuel Dane Community Digester,Clean Fuel Partners Dane,59878,25,Dane,43.217222,-89.479167,BIOMASS,2,11906,0
11601,WI,GL Dairy Biogas,GL Dairy Biogas LLC,58186,25,Dane,43.124444,-89.545,BIOMASS,2,11045,0
11683,WI,Richland Center Renewable Energy LLC,Richland Center Renewable Energy LLC,58709,103,Richland,43.314444,-90.373056,BIOMASS,2,10199,0
11665,WI,Oshkosh Foundation Rosedale Biodigester LLC,"Rosendale Renewable Energy, LLC",62639,139,Winnebago,43.867778,-88.718056,BIOMASS,1,2206,0
11564,WI,Dairyland WTE Plant,Energy Systems Group LLC,58303,9,Brown,44.540115,-87.805587,BIOMASS,1,5960,0
11612,WI,Holsum Elm Dairy,Holsum Elm Dairy,58605,15,Calumet,44.115,-88.217222,BIOMASS,1,4872,0
11663,WI,Onalaska Campus Landfill Biogas,Gundersen Lutheran Biogas I LLC,57142,63,La Crosse,43.873889,-91.18,BIOMASS,1,5626,0
11671,WI,Pheasant Run Landfill Gas Recovery,WM Renewable Energy LLC,54842,59,Kenosha,42.5825,-88.0436,BIOMASS,9,50327,0
11567,WI,Dane County Landfill #2 Rodefeld,Dane County Public Works,4767,25,Dane,43.0453,-89.2539,BIOMASS,6,5431,0
11522,WI,Ameresco Janesville,AMERESCO Janesville LLC,54813,105,Rock,42.7083,-89.0208,BIOMASS,3,11479,0
11534,WI,Berlin Landfill Gas,WM Renewable Energy LLC,54842,47,Green Lake,43.9603,-88.9158,BIOMASS,2,18434,0
11613,WI,Holsum Irish Dairy,Holsum Irish Dairy,61595,15,Calumet,44.054,-88.085007,BIOMASS,1,4079,0
11662,WI,Omega Hills Gas Recovery,WM Renewable Energy LLC,54842,131,Washington,43.1922,-88.1597,BIOMASS,14,87718,0
11568,WI,Deertrack Park Gas Recovery,WM Renewable Energy LLC,54842,55,Jefferson,43.089999,-88.739677,BIOMASS,6,35157,0
11637,WI,Marathon Electric,Marathon Electric Mfg Corp,11637,73,Marathon,44.9783,-89.6328,OIL,3,1,1
11739,WI,WPPI Hartford DG,WPPI Energy,20858,131,Washington,43.3358,-88.4097,OIL,1,7,6
11654,WI,New Lisbon,City of New Lisbon,13466,57,Juneau,43.8797,-90.1645,OIL,9,24,12
11579,WI,Elroy,City of Elroy - (WI),5834,57,Juneau,43.7395,-90.2675,OIL,7,60,14
11606,WI,Grantsburg Diesel,Northwestern Wisconsin Elec Co,13815,13,Burnett,45.779189,-92.678047,OIL,6,-282,17
11718,WI,Washington Island,"Washington Island El Coop, Inc",20153,29,Door,45.370922,-86.930822,OIL,5,27,20
11584,WI,Fennimore,City of Fennimore - (WI),6274,43,Grant,42.9828,-90.6558,OIL,7,18,24
11657,WI,Nine Springs,Madison Gas & Electric Co,11479,25,Dane,43.0386,-89.3586,GAS,16,23,25
11528,WI,Argyle,City of Argyle - (WI),792,65,Lafayette,42.7019,-89.8697,OIL,5,68,35
11533,WI,Beloit Memorial Hospital Power Plant,Beloit Memorial Hospital,61967,105,Rock,42.5486,-89.0083,GAS,3,73,42
11706,WI,Sycamore (WI),Madison Gas & Electric Co,11479,25,Dane,43.1133,-89.3128,GAS,42,-216,44
11734,WI,Winter,North Central Power Co Inc,13697,113,Sawyer,45.836675,-90.97352,OIL,6,-38,57
11587,WI,Fitchburg Generating Station,Madison Gas & Electric Co,11479,25,Dane,43.0147,-89.4603,GAS,58,-230,61
11561,WI,Cumberland (WI),City of Cumberland - (WI),4627,5,Barron,45.5336,-92.0224,OIL,22,139,96
11530,WI,Badger Hollow Solar Farm LLC,Invenergy Services LLC,49893,49,Iowa,42.94556,-90.34942,SOLAR,300,,
11526,WI,Arcadia Electric,City of Arcadia - (WI),765,121,Trempealeau,44.2524,-91.5034,GAS,17,257,525
11571,WI,Diesel Generators,Madison Gas & Electric Co,11479,25,Dane,43.0802,-89.3747,OIL,54,696,602
11638,WI,Marshfield Utilities Combustion Turbine,City of Marshfield - (WI),11740,141,Wood,44.634722,-90.134444,GAS,60,970,645
11623,WI,Kaukauna Gas Turbine,City of Kaukauna,10056,87,Outagamie,44.276199,-88.265445,GAS,18,705,719
11695,WI,Sheepskin,Wisconsin Power & Light Co,20856,105,Rock,42.8347,-89.110833,GAS,42,565,1336
11563,WI,Custer Energy Center,Manitowoc Public Utilities,11571,71,Manitowoc,44.085437,-87.726102,GAS,25,1347,1398
11602,WI,Glacier Hills,Wisconsin Electric Power Co,20847,21,Columbia,43.563889,-89.148056,WIND,162,370854,
11646,WI,MMSD South Shore Wastewater,Milwaukee Metro Sewerage Dist,12619,79,Milwaukee,42.8869,-87.8422,BIOMASS,5,24511,1848
11709,WI,Tisch Mills Wind,Capital Power Corporation,59365,71,Manitowoc,44.240851,-87.573281,WIND,150,,
11713,WI,Two Creeks Solar,Wisconsin Public Service Corp,20860,71,Manitowoc,44.249598,-87.54534,SOLAR,150,,
11540,WI,Blue Sky Green Field Wind Project,Wisconsin Electric Power Co,20847,39,Fond Du Lac,43.8794,-88.2708,WIND,145,321615,
11577,WI,Elk Mound Generating Station,Dairyland Power Coop,4716,17,Chippewa,44.902814,-91.568096,GAS,142,1997,2476
11593,WI,Forward Wind Energy Center,Wisconsin Public Service Corp,20860,27,Dodge,43.6161,-88.4969,WIND,129,339199,
11686,WI,Rock River,Wisconsin Power & Light Co,20856,105,Rock,42.583094,-89.025915,GAS,319,2772,5049
11680,WI,Quilt Block Wind Farm LLC,Quilt Block Wind Farm LLC,56424,65,Lafayette,42.673333,-90.265277,WIND,98,370486,
11616,WI,Island Street Peaking Plant,WPPI Energy,20858,87,Outagamie,44.2761,-88.2658,GAS,61,7919,5818
11703,WI,Stevens Point Mill,Verso Corporation,55965,97,Portage,44.3528,-89.5836,GAS,8,17853,6478
11721,WI,Waxdale,"S.C. Johnson & Son, Inc.",59216,101,Racine,42.709444,-87.885278,BIOMASS,10,46577,6724
11551,WI,Cedar Ridge,Wisconsin Power & Light Co,20856,39,Fond Du Lac,43.692647,-88.329742,WIND,68,176428,
11682,WI,Rhinelander Mill,Ahlstrom-Munksjo,61707,85,Oneida,45.6394,-89.4205,GAS,25,30429,13141
11619,WI,Jim Falls,Northern States Power Co - Minnesota,13781,17,Chippewa,45.051,-91.274,HYDRO,60,212075,
11667,WI,Packaging of America Tomahawk Mill,PCA-Tomahawk Mill,14369,69,Lincoln,45.4431,-89.7342,BIOMASS,19,116862,16439
11725,WI,Wheaton Generating Plant,Northern States Power Co - Minnesota,13781,17,Chippewa,44.885416,-91.515833,GAS,300,15426,16791
11542,WI,Butler Ridge,Butler Ridge Wind Energy Center,56484,27,Dodge,43.400278,-88.481111,WIND,54,144165,
11600,WI,Germantown Power Plant,Wisconsin Electric Power Co,20847,131,Washington,43.1952,-88.1496,GAS,336,15261,18206
11645,WI,MMSD Jones Island Wastewater,Milwaukee Metro Sewerage Dist,12619,79,Milwaukee,43.0214,-87.9014,GAS,49,88748,19540
11599,WI,Georgia-Pacific Corp - Nekoosa Mill,Domtar Industries Inc,5033,141,Wood,44.3142,-89.8964,BIOMASS,39,187950,21949
11532,WI,Bay Front,Northern States Power Co - Minnesota,13781,3,Ashland,46.587222,-90.9017,BIOMASS,67,185594,26944
11648,WI,Mosinee Mill,"Ahlstrom-Munksjo NA Specialty Solutions, LLC",13008,73,Marathon,44.7881,-89.6917,BIOMASS,23,126908,30506
11699,WI,South Fond Du Lac,Wisconsin Power & Light Co,20856,39,Fond Du Lac,43.7353,-88.496667,GAS,382,21917,32103
11581,WI,Epic Verona,"Epic Hosting, LLC",61702,25,Dane,42.996838,-89.568745,SOLAR,43,879,200
11596,WI,French Island,Northern States Power Co - Minnesota,13781,63,La Crosse,43.8292,-91.2597,BIOMASS,188,60648,35912
11679,WI,Pulliam,Wisconsin Public Service Corp,20860,9,Brown,44.54,-88.0086,GAS,671,53774,40290
11539,WI,Blount Street,Madison Gas & Electric Co,11479,25,Dane,43.0789,-89.3744,GAS,188,43290,43012
11738,WI,Wissota,Northern States Power Co - Minnesota,13781,17,Chippewa,44.9378,-91.3406,HYDRO,39,205664,
11624,WI,Kaukauna Paper Mill,Thilmany LLC,54738,87,Outagamie,44.2826,-88.2534,COAL,45,194559,47128
11626,WI,Kimberly Mill,City of Kaukauna,10056,87,Outagamie,44.2769,-88.3344,HYDRO,37,12436,
11560,WI,Cornell,Northern States Power Co - Minnesota,13781,17,Chippewa,45.164024,-91.157427,HYDRO,35,128587,
11737,WI,Wisconsin Rapids Pulp Mill,Verso Corporation,55965,141,Wood,44.3953,-89.826,BIOMASS,72,289590,56573
11611,WI,Holcombe,Northern States Power Co - Minnesota,13781,17,Chippewa,45.223611,-91.127222,HYDRO,34,150331,
11678,WI,Prairie Du Sac,Wisconsin Power & Light Co,20856,111,Sauk,43.309932,-89.727778,HYDRO,33,184907,
11559,WI,Consumer Operations LLC,Georgia-Pacific Consumer Oper. Green Bay LLC,55919,9,Brown,44.4936,-88.0303,GAS,164,148123,62457
11557,WI,Concord,Wisconsin Electric Power Co,20847,55,Jefferson,43.1669,-88.69,GAS,382,82828,74973
11647,WI,Montfort Wind Energy Center,Wisconsin Electric Power Co,20847,49,Iowa,42.9625,-90.386667,WIND,30,45408,
11668,WI,Paris,Wisconsin Electric Power Co,20847,59,Kenosha,42.6658,-88.0131,GAS,382,87897,75875
11570,WI,Depere Energy Center,Wisconsin Public Service Corp,20860,9,Brown,44.44861,-88.07204,GAS,192,118185,85623
11723,WI,West Marinette,Madison Gas & Electric Co,11479,75,Marinette,45.0869,-87.6892,GAS,270,110073,88510
11537,WI,Biron Mill,"ND Paper, Inc.",61813,141,Wood,44.43,-89.78,COAL,62,164179,110219
11636,WI,Manitowoc,Manitowoc Public Utilities,11571,71,Manitowoc,44.082,-87.6558,OIL,213,131997,110893
11701,WI,St Croix Falls,Northern States Power Co - Minnesota,13781,95,Polk,45.41167,-92.6469,HYDRO,23,127400,
11715,WI,Valley (WEPCO),Wisconsin Electric Power Co,20847,79,Milwaukee,43.0303,-87.9233,GAS,275,379801,137424
11589,WI,Flambeau Hydroelectric Station,Dairyland Power Coop,4716,107,Rusk,45.491826,-91.047211,HYDRO,22,95864,
11552,WI,Chippewa Falls,Northern States Power Co - Minnesota,13781,17,Chippewa,44.9308,-91.3889,HYDRO,22,85921,
11525,WI,Appleton Property Ventures LLC,Appleton Coated LLC,744,87,Outagamie,44.2717,-88.3011,GAS,67,362487,169859
11722,WI,West Campus Cogeneration Facility,Madison Gas & Electric Co,11479,25,Dane,43.075071,-89.4251,GAS,169,369905,178054
11697,WI,Shirley Wind,Shirley Wind LLC,56891,9,Brown,44.3481,-87.9278,WIND,20,53881,
