Year,MSHA_ID,mine_name,mine_type,mstafips,state,county,mctyfips,lat,lon,production
2018,4609330,Nichol Auger Mine,Surface,42,Pennsylvania,Indiana,63,40.489722,-79.697778,3510
2018,3609305,Kellar #3  Sn #3153,Surface,42,Pennsylvania,Somerset,111,40.799722,-78.656944,3435
2018,1519712,Cheyenne Enterprises 9e,Underground,21,Kentucky,Pike,195,37.499167,-82.568889,3425
2018,4407326,Louis Lowe Surface Mine,Surface,51,Virginia,Russell,167,37.097722,-82.015211,3367
2018,103320,Davis Creek Mine,Surface,1,Alabama,Tuscaloosa,125,33.420833,-87.37,3364
2018,3609860,Buck Mountain Vein,Underground,42,Pennsylvania,Schuylkill,107,40.988333,-76.764167,3274
2018,3608504,Pioneer #1,Surface,42,Pennsylvania,Clearfield,33,41.121219,-77.966237,3208
2018,3608893,7 Ft Slope,Underground,42,Pennsylvania,Schuylkill,107,40.736388,-76.128611,3116
2018,103522,Mccollum Mine,Surface,1,Alabama,Walker,127,33.785,-87.335,3072
2018,1518952,Mine # 1,Surface,21,Kentucky,Pike,195,37.492131,-82.506444,2976
2018,4407085,Oam#37,Surface,21,Kentucky,Whitley,235,36.778056,-83.891389,2887
2018,3608273,Clinton Surface Mine,Surface,42,Pennsylvania,Lackawanna,69,41.621211,-75.484705,2825
2018,4407388,Mine #24,Underground,51,Virginia,Wise,195,36.972222,-82.452778,2796
2018,3609595,Coral-Graceton,Underground,42,Pennsylvania,Indiana,63,40.500364,-79.165797,2716
2018,3608497,Somerset Co Surface,Surface,42,Pennsylvania,Somerset,111,39.943333,-79.1775,2618
2018,3608376,Beth #2,Surface,42,Pennsylvania,Indiana,63,40.815833,-78.844444,2596
2018,3609306,Kellar #2,Surface,42,Pennsylvania,Indiana,63,40.364123,-78.80947,2535
2018,4406544,Ag4 Sawmill Hollow #2,Surface,51,Virginia,Wise,195,36.963744,-82.788837,2364
2018,1519837,Mine #1,Underground,21,Kentucky,Floyd,71,37.512778,-82.717778,2305
2018,4609505,Red Ash Mine No. 1,Surface,54,West Virginia,Mcdowell,47,37.443333,-81.786667,2145
2018,4609471,Flying Eagle,Underground,54,West Virginia,Wyoming,109,37.756666,-81.554444,2120
2018,3605493,Reese No 1 & 2 Strip,Surface,42,Pennsylvania,Clearfield,33,41.152389,-78.10249,2100
2018,3609354,Finney Strips,Surface,42,Pennsylvania,Clearfield,33,40.831944,-78.358333,2064
2018,3609444,Blackwood Operation,Surface,42,Pennsylvania,Schuylkill,107,40.63736,-76.384291,1715
2018,4609530,Black Water Auger #1,Surface,54,West Virginia,Raleigh,81,38.045833,-80.763056,1667
2018,3609059,Kuperavage Ent Inc/Ta Tuscaror,Surface,42,Pennsylvania,Schuylkill,107,40.746388,-76.080277,1456
2018,3609501,Spring Mountain Operation,Surface,42,Pennsylvania,Luzerne,79,40.921111,-75.9725,1411
2018,1519186,Oam #44,Surface,21,Kentucky,Bell,13,37.074444,-83.266388,1402
2018,1519555,N.A.A.M. No. 21,Surface,21,Kentucky,Daviess,59,37.410258,-86.968477,1270
2018,1519315,Yellow Mtn Surface Mine #1,Surface,21,Kentucky,Knott,119,37.426667,-82.930833,1170
2018,3608034,Mountaintop Strip,Surface,42,Pennsylvania,Schuylkill,107,40.705555,-76.395,1152
2018,3609150,Jett #2 Stripping,Surface,42,Pennsylvania,Schuylkill,107,40.74215,-76.078393,1105
2018,1518890,Southeastern Auger No. 1,Surface,54,West Virginia,Mcdowell,47,37.248333,-81.497222,1020
2018,3609885,Blue Ridge Mining,Surface,42,Pennsylvania,Northumberland,97,40.772777,-76.566388,1017
2018,3609826,T & B Strip,Surface,42,Pennsylvania,Fayette,51,39.901284,-79.855138,945
2018,4407129,Deep Mine 25,Underground,51,Virginia,Dickenson,51,37.135,-82.528889,910
2018,1519762,Oam#19,Surface,21,Kentucky,Laurel,125,37.352111,-83.539596,800
2018,3609679,Beard Job,Surface,42,Pennsylvania,Clearfield,33,41.030278,-78.702222,705
2018,4407320,Middle Creek Refuge,Surface,51,Virginia,Tazewell,185,37.130833,-81.751111,629
2018,1103131,Bcr Mine #1,Surface,17,Illinois,Perry,145,37.985178,-89.337088,567
2018,3610164,Auger No. 47,Surface,54,West Virginia,Fayette,19,37.916389,-81.314167,555
2018,3610253,Corbet South Mine,Surface,42,Pennsylvania,Clearfield,33,41.123333,-78.688889,482
2018,4609540,Hominy #1 Surface Mine,Surface,54,West Virginia,Nicholas,67,38.173611,-80.722222,477
2018,3604186,A W Long Coal Company,Surface,42,Pennsylvania,Clearfield,33,40.931944,-78.183056,472
2018,3608822,Sioux Bank,Surface,42,Pennsylvania,Northumberland,97,40.801388,-76.433333,304
2018,3610233,Broad Mountain Slope,Underground,42,Pennsylvania,Schuylkill,107,40.591944,-76.457222,286
2018,3606393,Wymps Gap Surface Coal Mine,Surface,42,Pennsylvania,Fayette,51,39.140468,-79.758356,260
2018,4407047,D-15,Underground,51,Virginia,Buchanan,27,37.190556,-82.151111,239
2018,3608505,Waltersburg Mine,Surface,42,Pennsylvania,Fayette,51,39.994734,-79.800341,180
2018,3401062,Joshua Coal Company,Surface,40,Oklahoma,Okmulgee,111,35.502666,-95.937248,80
2018,3607758,Culm Co. #1,Surface,42,Pennsylvania,Schuylkill,107,40.712767,-76.114554,29
